420	1	0.020610

420	4	0.036124

420	9	0.184348

420	16	0.092428

420	25	0.068824

420	36	0.087974

420	49	0.116975

1200	1	0.304554

1200	4	0.287421

1200	9	0.292374

1200	16	0.265666

1200	25	0.254436

1200	36	0.324722

1200	49	0.370154

2520	1	2.429064

2520	4	1.429047

2520	9	1.145444

2520	16	1.069630

2520	25	1.087566

2520	36	1.288677

2520	49	1.526848

